Území;Instituce;Ukazatel;Roky;value
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2014;371893.588298194
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2015;305923.739929825
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2016;374925.341709071
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2017;409704.310319513
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2018;443758.808037677
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2019;639509.27787666
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2020;716772.41592303
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2021;856808.796362925
Česko;Nebankovní peněžní instituce účtující jako banky;Pasiva celkem;2022;895755.264483074
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2014;267932.558896486
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2015;223332.278064754
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2016;276123.393542441
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2017;313816.002894392
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2018;345529.966708731
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2019;540899.019127446
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2020;601973.113597081
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2021;732434.845156658
Česko;Nebankovní peněžní instituce účtující jako banky;Vlastní kapital;2022;745251.870062665
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2014;38386.5898529123
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2015;32264.9976964351
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2016;40787.9015779873
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2017;26708.5788943894
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2018;51887.1737087308
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2019;29166.5241274464
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2020;32348.958597081
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2021;41690.2611566579
Česko;Nebankovní peněžní instituce účtující jako banky;Základní kapital;2022;39291.4803855205
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2014;13849.2579837301
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2015;13411.4729787323
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2016;28765.416547313
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2017;27971.5141157804
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2018;28834.0245908097
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2019;32220.9359292089
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2020;29310.9255850418
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2021;33880.6963345664
Česko;Nebankovní peněžní instituce účtující jako banky;Dlouhodobé závazky;2022;46458.805152524
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2014;32829.3447420548
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2015;27721.2159079869
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2016;39368.665344159
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2017;47326.0855544829
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2018;51431.763341462
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2019;59017.3683469082
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2020;68495.3283610132
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2021;83557.723314927
Česko;Nebankovní peněžní instituce účtující jako banky;Krátkodobé závazky;2022;96885.9529699833
