Území;Instituce;Ukazatel;Roky;value
Česko;Finanční leasingové společnosti;Aktiva celkem;2018;306268.418200188
Česko;Finanční leasingové společnosti;Aktiva celkem;2019;313137.133640834
Česko;Finanční leasingové společnosti;Aktiva celkem;2020;294776.147
Česko;Finanční leasingové společnosti;Aktiva celkem;2021;302854.571743701
Česko;Finanční leasingové společnosti;Aktiva celkem;2022;310242.322885281
Česko;Finanční leasingové společnosti;Dlouhodobý nehmotný majetek;2018;782.2523780298
Česko;Finanční leasingové společnosti;Dlouhodobý nehmotný majetek;2019;820.6910600615
Česko;Finanční leasingové společnosti;Dlouhodobý nehmotný majetek;2020;953.20005719
Česko;Finanční leasingové společnosti;Dlouhodobý nehmotný majetek;2021;1059.2786772948
Česko;Finanční leasingové společnosti;Dlouhodobý nehmotný majetek;2022;1164.5322666475
Česko;Finanční leasingové společnosti;Dlouhodobý hmotný majetek;2018;126753.706073147
Česko;Finanční leasingové společnosti;Dlouhodobý hmotný majetek;2019;122432.05681166
Česko;Finanční leasingové společnosti;Dlouhodobý hmotný majetek;2020;107023.668013969
Česko;Finanční leasingové společnosti;Dlouhodobý hmotný majetek;2021;93525.690816091
Česko;Finanční leasingové společnosti;Dlouhodobý hmotný majetek;2022;88372.6166386486
Česko;Finanční leasingové společnosti;Finanční aktiva ;2018;179264.948130754
Česko;Finanční leasingové společnosti;Finanční aktiva ;2019;190405.906693587
Česko;Finanční leasingové společnosti;Finanční aktiva ;2020;187229.640503113
Česko;Finanční leasingové společnosti;Finanční aktiva ;2021;209309.627462361
Česko;Finanční leasingové společnosti;Finanční aktiva ;2022;221311.693590041
