Území;Instituce;Ukazatel;Roky;value
Česko;Bankovní peněžní instituce;Finanční aktiva ;2018;10370685.126
Česko;Bankovní peněžní instituce;Finanční aktiva ;2019;10819033.023
Česko;Bankovní peněžní instituce;Finanční aktiva ;2020;11369026.4637701
Česko;Bankovní peněžní instituce;Finanční aktiva ;2021;12185732.88
Česko;Bankovní peněžní instituce;Finanční aktiva ;2022;11910866.643
Česko;Bankovní peněžní instituce;Pokladní hotovost;2018;60674.504
Česko;Bankovní peněžní instituce;Pokladní hotovost;2019;61767.1
Česko;Bankovní peněžní instituce;Pokladní hotovost;2020;53175.195592154
Česko;Bankovní peněžní instituce;Pokladní hotovost;2021;50027.333
Česko;Bankovní peněžní instituce;Pokladní hotovost;2022;41389.876
Česko;Bankovní peněžní instituce;Vklady na učtech;2018;2036811.146
Česko;Bankovní peněžní instituce;Vklady na učtech;2019;2040324.401
Česko;Bankovní peněžní instituce;Vklady na učtech;2020;1726664.62310643
Česko;Bankovní peněžní instituce;Vklady na učtech;2021;1819234.242
Česko;Bankovní peněžní instituce;Vklady na učtech;2022;1454962.41
Česko;Bankovní peněžní instituce;Úvěry a půjčky poskytnuté;2018;5083903.391
Česko;Bankovní peněžní instituce;Úvěry a půjčky poskytnuté;2019;5330805.028
Česko;Bankovní peněžní instituce;Úvěry a půjčky poskytnuté;2020;5484619.40292945
Česko;Bankovní peněžní instituce;Úvěry a půjčky poskytnuté;2021;5765302.189
Česko;Bankovní peněžní instituce;Úvěry a půjčky poskytnuté;2022;5786069.256
Česko;Bankovní peněžní instituce;Dluhové cenné papíry;2018;2817425.891
Česko;Bankovní peněžní instituce;Dluhové cenné papíry;2019;2959432.953
Česko;Bankovní peněžní instituce;Dluhové cenné papíry;2020;3638659.29943167
Česko;Bankovní peněžní instituce;Dluhové cenné papíry;2021;3943165.33
Česko;Bankovní peněžní instituce;Dluhové cenné papíry;2022;3866101.653
Česko;Bankovní peněžní instituce;Akcie, účasti a jiné podíly;2018;109120.519
Česko;Bankovní peněžní instituce;Akcie, účasti a jiné podíly;2019;120781.444
Česko;Bankovní peněžní instituce;Akcie, účasti a jiné podíly;2020;136098.907147442
Česko;Bankovní peněžní instituce;Akcie, účasti a jiné podíly;2021;148308.451
Česko;Bankovní peněžní instituce;Akcie, účasti a jiné podíly;2022;149186.757
Česko;Bankovní peněžní instituce;Opční listy a finanční deriváty aktivní;2018;99279.048
Česko;Bankovní peněžní instituce;Opční listy a finanční deriváty aktivní;2019;113937.703
Česko;Bankovní peněžní instituce;Opční listy a finanční deriváty aktivní;2020;149739.801967182
Česko;Bankovní peněžní instituce;Opční listy a finanční deriváty aktivní;2021;226703.756
Česko;Bankovní peněžní instituce;Opční listy a finanční deriváty aktivní;2022;365418.051
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2018;145139.953
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2019;172162.141
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2020;156841.2620745
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2021;202160.087
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky bez pohledávek z obchodních vztahů a poskytnutých záloh;2022;217140.61
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2018;11422.295
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2019;12645.474
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2020;14143.2711898001
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2021;22125.682
Česko;Bankovní peněžní instituce;Dlouhodobé a krátkodobé pohledávky z obchodních vztahů, poskytnuté zálohy a dohadné účty aktivní;2022;19063.547
